,Unnamed: 0,mac,count,min_signal,max_signal,avg_signal,last_seen_signal,first_seen,last_seen,associated,node_mac,Unnamed: 11
6173,6173,00:71:c2:19:b4:f5,10.0,-77.0,-66.0,-69.0,-67.0,1583059842,1583059860.0,0.0,AC:86:74:73:BC:08,
6174,6174,3a:68:86:66:8b:d1,6.0,-85.0,-80.0,-82.0,-82.0,1583059841,1583059841.0,0.0,AC:86:74:73:BC:08,
6175,6175,88:9f:6f:47:66:ca,1.0,-90.0,-90.0,-90.0,-90.0,1583059861,1583059861.0,0.0,AC:86:74:73:BC:08,
6176,6176,d8:97:ba:42:71:3e,5.0,-90.0,-88.0,-89.0,-90.0,1583059841,1583059862.0,0.0,AC:86:74:73:BC:08,
6177,6177,00:71:c2:19:b4:f5,24.0,-76.0,-55.0,-61.0,-76.0,1583059852,1583059881.0,0.0,AC:86:74:92:C5:58,
6178,6178,8a:6a:61:e5:83:5c,4.0,-89.0,-86.0,-87.0,-87.0,1583059869,1583059869.0,0.0,AC:86:74:92:C5:58,
6179,6179,f2:22:6f:28:8f:d2,1.0,-90.0,-90.0,-90.0,-90.0,1583059868,1583059868.0,0.0,AC:86:74:92:C5:58,
6180,6180,00:71:c2:19:b4:f5,14.0,-79.0,-64.0,-71.0,-79.0,1583059870,1583059892.0,0.0,AC:86:74:73:BC:08,
6181,6181,8a:6a:61:e5:83:5c,7.0,-80.0,-62.0,-66.0,-80.0,1583059869,1583059869.0,0.0,AC:86:74:73:BC:08,
6182,6182,d8:97:ba:42:71:3e,2.0,-93.0,-89.0,-91.0,-93.0,1583059873,1583059894.0,0.0,AC:86:74:73:BC:08,
6183,6183,e8:b4:c8:d8:d6:a9,23.0,-87.0,-72.0,-80.0,-84.0,1583059891,1583059896.0,0.0,AC:86:74:73:BC:08,
6184,6184,f2:22:6f:28:8f:d2,4.0,-82.0,-78.0,-80.0,-81.0,1583059868,1583059868.0,0.0,AC:86:74:73:BC:08,
6185,6185,00:71:c2:19:b4:f5,20.0,-78.0,-55.0,-63.0,-63.0,1583059891,1583059912.0,0.0,AC:86:74:92:C5:58,
6186,6186,1a:c5:af:ab:c8:c7,5.0,-83.0,-75.0,-77.0,-83.0,1583059886,1583059886.0,0.0,AC:86:74:92:C5:58,
6187,6187,5a:5a:6a:7a:5c:87,4.0,-83.0,-76.0,-79.0,-78.0,1583059907,1583059907.0,0.0,AC:86:74:92:C5:58,
6188,6188,a4:77:33:6d:42:98,7.0,-90.0,-88.0,-89.0,-88.0,1583059903,1583059903.0,0.0,AC:86:74:92:C5:58,
6189,6189,e8:b4:c8:d8:d6:a9,7.0,-91.0,-88.0,-89.0,-89.0,1583059891,1583059891.0,0.0,AC:86:74:92:C5:58,
6190,6190,00:71:c2:19:b4:f5,12.0,-79.0,-65.0,-71.0,-78.0,1583059901,1583059922.0,0.0,AC:86:74:73:BC:08,
6191,6191,3e:6e:6a:e5:e2:e2,6.0,-78.0,-71.0,-73.0,-71.0,1583059923,1583059924.0,0.0,AC:86:74:73:BC:08,
6192,6192,5a:5a:6a:7a:5c:87,1.0,-89.0,-89.0,-89.0,-89.0,1583059907,1583059907.0,0.0,AC:86:74:73:BC:08,
6193,6193,66:15:83:3d:79:17,1.0,-70.0,-70.0,-70.0,-70.0,1583059923,1583059923.0,0.0,AC:86:74:73:BC:08,
6194,6194,76:17:ba:6b:6b:de,4.0,-73.0,-59.0,-65.0,-73.0,1583059924,1583059924.0,0.0,AC:86:74:73:BC:08,
6195,6195,88:9f:6f:47:66:ca,3.0,-89.0,-87.0,-88.0,-87.0,1583059920,1583059920.0,0.0,AC:86:74:73:BC:08,
6196,6196,8a:9d:b1:cb:41:b2,6.0,-79.0,-66.0,-69.0,-79.0,1583059923,1583059923.0,0.0,AC:86:74:73:BC:08,
6197,6197,b8:c1:11:f3:47:10,2.0,-90.0,-88.0,-89.0,-90.0,1583059917,1583059917.0,0.0,AC:86:74:73:BC:08,
6198,6198,d8:97:ba:42:71:3e,3.0,-90.0,-90.0,-90.0,-90.0,1583059900,1583059921.0,0.0,AC:86:74:73:BC:08,
6199,6199,de:1c:de:64:33:ad,3.0,-78.0,-71.0,-74.0,-71.0,1583059924,1583059925.0,0.0,AC:86:74:73:BC:08,
6200,6200,e8:b4:c8:d8:d6:a9,14.0,-91.0,-80.0,-83.0,-90.0,1583059905,1583059923.0,0.0,AC:86:74:73:BC:08,
6201,6201,ec:aa:a0:1c:03:dd,1.0,-93.0,-93.0,-93.0,-93.0,1583059904,1583059904.0,0.0,AC:86:74:73:BC:08,
6202,6202,ee:3a:11:c9:61:a2,2.0,-92.0,-90.0,-91.0,-90.0,1583059925,1583059925.0,0.0,AC:86:74:73:BC:08,
6203,6203,f2:22:6f:28:8f:d2,4.0,-81.0,-79.0,-79.0,-80.0,1583059921,1583059921.0,0.0,AC:86:74:73:BC:08,
6204,6204,00:71:c2:19:b4:f5,20.0,-75.0,-55.0,-63.0,-71.0,1583059912,1583059941.0,0.0,AC:86:74:92:C5:58,
6205,6205,06:38:46:09:ad:87,5.0,-89.0,-82.0,-84.0,-84.0,1583059935,1583059935.0,0.0,AC:86:74:92:C5:58,
6206,6206,3e:6e:6a:e5:e2:e2,6.0,-79.0,-75.0,-76.0,-75.0,1583059923,1583059924.0,0.0,AC:86:74:92:C5:58,
6207,6207,66:15:83:3d:79:17,1.0,-78.0,-78.0,-78.0,-78.0,1583059923,1583059923.0,0.0,AC:86:74:92:C5:58,
6208,6208,76:17:ba:6b:6b:de,1.0,-88.0,-88.0,-88.0,-88.0,1583059924,1583059924.0,0.0,AC:86:74:92:C5:58,
6209,6209,86:a3:3e:c5:2a:94,5.0,-78.0,-64.0,-69.0,-78.0,1583059927,1583059927.0,0.0,AC:86:74:92:C5:58,
6210,6210,88:9f:6f:47:66:ca,1.0,-92.0,-92.0,-92.0,-92.0,1583059920,1583059920.0,0.0,AC:86:74:92:C5:58,
6211,6211,88:9f:6f:ab:43:b8,2.0,-92.0,-90.0,-91.0,-90.0,1583059940,1583059940.0,0.0,AC:86:74:92:C5:58,
6212,6212,8a:9d:b1:cb:41:b2,4.0,-74.0,-72.0,-73.0,-72.0,1583059923,1583059923.0,0.0,AC:86:74:92:C5:58,
6213,6213,c2:c8:e3:b4:83:20,3.0,-91.0,-89.0,-90.0,-91.0,1583059929,1583059929.0,0.0,AC:86:74:92:C5:58,
6214,6214,de:1c:de:64:33:ad,2.0,-89.0,-88.0,-88.0,-88.0,1583059925,1583059925.0,0.0,AC:86:74:92:C5:58,
6215,6215,e6:4e:4a:3b:74:94,9.0,-81.0,-77.0,-78.0,-81.0,1583059928,1583059928.0,0.0,AC:86:74:92:C5:58,
6216,6216,ee:3a:11:c9:61:a2,8.0,-81.0,-75.0,-77.0,-77.0,1583059925,1583059925.0,0.0,AC:86:74:92:C5:58,
6217,6217,ee:db:f0:3b:ff:a2,10.0,-78.0,-70.0,-73.0,-76.0,1583059927,1583059927.0,0.0,AC:86:74:92:C5:58,
6218,6218,f2:22:6f:28:8f:d2,2.0,-88.0,-86.0,-87.0,-86.0,1583059921,1583059921.0,0.0,AC:86:74:92:C5:58,
6219,6219,00:71:c2:19:b4:f5,10.0,-81.0,-64.0,-71.0,-64.0,1583059930,1583059951.0,0.0,AC:86:74:73:BC:08,
6220,6220,06:38:46:09:ad:87,6.0,-75.0,-68.0,-72.0,-75.0,1583059935,1583059935.0,0.0,AC:86:74:73:BC:08,
6221,6221,5e:22:7a:11:0c:2a,2.0,-80.0,-80.0,-80.0,-80.0,1583059950,1583059950.0,0.0,AC:86:74:73:BC:08,
6222,6222,86:a3:3e:c5:2a:94,2.0,-88.0,-84.0,-86.0,-84.0,1583059927,1583059927.0,0.0,AC:86:74:73:BC:08,
6223,6223,88:9f:6f:ab:43:b8,6.0,-85.0,-79.0,-82.0,-83.0,1583059940,1583059940.0,0.0,AC:86:74:73:BC:08,
6224,6224,ba:bf:01:56:5d:0e,8.0,-83.0,-78.0,-79.0,-78.0,1583059950,1583059951.0,0.0,AC:86:74:73:BC:08,
6225,6225,c2:c8:e3:b4:83:20,9.0,-70.0,-59.0,-64.0,-63.0,1583059929,1583059929.0,0.0,AC:86:74:73:BC:08,
6226,6226,d8:97:ba:42:71:3e,4.0,-92.0,-89.0,-90.0,-92.0,1583059932,1583059953.0,0.0,AC:86:74:73:BC:08,
6227,6227,e6:4e:4a:3b:74:94,3.0,-90.0,-90.0,-90.0,-90.0,1583059928,1583059928.0,0.0,AC:86:74:73:BC:08,
6228,6228,ee:24:0f:30:19:59,2.0,-80.0,-66.0,-73.0,-66.0,1583059945,1583059945.0,0.0,AC:86:74:73:BC:08,
6229,6229,ee:db:f0:3b:ff:a2,8.0,-77.0,-54.0,-64.0,-54.0,1583059927,1583059927.0,0.0,AC:86:74:73:BC:08,
6230,6230,00:71:c2:19:b4:f5,19.0,-75.0,-56.0,-63.0,-74.0,1583059950,1583059972.0,0.0,AC:86:74:92:C5:58,
6231,6231,22:70:58:c8:8b:bd,10.0,-73.0,-67.0,-70.0,-73.0,1583059964,1583059964.0,0.0,AC:86:74:92:C5:58,
6232,6232,46:ba:0e:41:82:a0,8.0,-79.0,-63.0,-68.0,-79.0,1583059961,1583059961.0,0.0,AC:86:74:92:C5:58,
6233,6233,4e:52:b6:ed:95:26,1.0,-90.0,-90.0,-90.0,-90.0,1583059954,1583059954.0,0.0,AC:86:74:92:C5:58,
6234,6234,4e:ab:d3:70:96:c3,1.0,-91.0,-91.0,-91.0,-91.0,1583059965,1583059965.0,0.0,AC:86:74:92:C5:58,
6235,6235,52:f7:4c:a5:8f:92,3.0,-74.0,-72.0,-72.0,-72.0,1583059954,1583059954.0,0.0,AC:86:74:92:C5:58,
6236,6236,5e:22:7a:11:0c:2a,2.0,-70.0,-70.0,-70.0,-70.0,1583059950,1583059950.0,0.0,AC:86:74:92:C5:58,
6237,6237,9a:86:d8:0d:d6:2f,6.0,-76.0,-67.0,-71.0,-70.0,1583059971,1583059972.0,0.0,AC:86:74:92:C5:58,
6238,6238,a6:f3:f5:64:12:10,2.0,-68.0,-65.0,-66.0,-68.0,1583059960,1583059960.0,0.0,AC:86:74:92:C5:58,
6239,6239,ba:bf:01:56:5d:0e,8.0,-70.0,-66.0,-68.0,-69.0,1583059950,1583059951.0,0.0,AC:86:74:92:C5:58,
6240,6240,ee:24:0f:30:19:59,2.0,-78.0,-72.0,-75.0,-72.0,1583059945,1583059945.0,0.0,AC:86:74:92:C5:58,
6241,6241,00:71:c2:19:b4:f5,11.0,-79.0,-65.0,-70.0,-79.0,1583059961,1583059982.0,0.0,AC:86:74:73:BC:08,
6242,6242,22:70:58:c8:8b:bd,3.0,-89.0,-88.0,-88.0,-88.0,1583059964,1583059964.0,0.0,AC:86:74:73:BC:08,
6243,6243,46:ba:0e:41:82:a0,5.0,-89.0,-85.0,-87.0,-88.0,1583059961,1583059961.0,0.0,AC:86:74:73:BC:08,
6244,6244,68:e7:c2:19:50:e5,8.0,-81.0,-63.0,-67.0,-81.0,1583059983,1583059983.0,0.0,AC:86:74:73:BC:08,
6245,6245,9a:86:d8:0d:d6:2f,3.0,-86.0,-85.0,-85.0,-85.0,1583059971,1583059971.0,0.0,AC:86:74:73:BC:08,
6246,6246,c8:d7:b0:c6:4e:c6,1.0,-91.0,-91.0,-91.0,-91.0,1583059961,1583059961.0,0.0,AC:86:74:73:BC:08,
6247,6247,d8:97:ba:42:71:3e,1.0,-89.0,-89.0,-89.0,-89.0,1583059970,1583059970.0,0.0,AC:86:74:73:BC:08,
6248,6248,00:71:c2:19:b4:f5,21.0,-78.0,-56.0,-63.0,-71.0,1583059981,1583060001.0,0.0,AC:86:74:92:C5:58,
6249,6249,68:e7:c2:19:50:e5,10.0,-84.0,-79.0,-80.0,-80.0,1583059983,1583059983.0,0.0,AC:86:74:92:C5:58,
6250,6250,7e:ba:6e:a8:cd:0d,3.0,-90.0,-88.0,-89.0,-88.0,1583059990,1583059990.0,0.0,AC:86:74:92:C5:58,
6251,6251,da:a1:19:4a:75:8f,3.0,-91.0,-90.0,-90.0,-90.0,1583059991,1583059991.0,0.0,AC:86:74:92:C5:58,
6252,6252,00:71:c2:19:b4:f5,14.0,-80.0,-63.0,-72.0,-75.0,1583059992,1583060011.0,0.0,AC:86:74:73:BC:08,
6253,6253,4e:ab:d3:70:96:c3,3.0,-83.0,-81.0,-82.0,-81.0,1583060010,1583060010.0,0.0,AC:86:74:73:BC:08,
6254,6254,7e:ba:6e:a8:cd:0d,7.0,-76.0,-61.0,-64.0,-76.0,1583059990,1583059990.0,0.0,AC:86:74:73:BC:08,
6255,6255,88:9f:6f:47:66:ca,4.0,-87.0,-84.0,-85.0,-86.0,1583059992,1583059992.0,0.0,AC:86:74:73:BC:08,
6256,6256,d8:97:ba:42:71:3e,4.0,-92.0,-90.0,-91.0,-90.0,1583059991,1583060013.0,0.0,AC:86:74:73:BC:08,
6257,6257,da:a1:19:4a:75:8f,3.0,-92.0,-91.0,-91.0,-92.0,1583059991,1583059991.0,0.0,AC:86:74:73:BC:08,
6258,6258,00:71:c2:19:b4:f5,15.0,-75.0,-55.0,-61.0,-59.0,1583060010,1583060031.0,0.0,AC:86:74:92:C5:58,
6259,6259,48:d6:d5:26:6d:0a,9.0,-77.0,-72.0,-75.0,-77.0,1583060021,1583060021.0,0.0,AC:86:74:92:C5:58,
6260,6260,a4:77:33:6d:42:98,7.0,-90.0,-88.0,-89.0,-89.0,1583060009,1583060023.0,0.0,AC:86:74:92:C5:58,
6261,6261,00:71:c2:19:b4:f5,9.0,-79.0,-66.0,-69.0,-79.0,1583060021,1583060042.0,0.0,AC:86:74:73:BC:08,
6262,6262,48:d6:d5:26:6d:0a,19.0,-74.0,-32.0,-53.0,-64.0,1583060020,1583060021.0,0.0,AC:86:74:73:BC:08,
6263,6263,88:9f:6f:47:66:ca,7.0,-83.0,-78.0,-80.0,-82.0,1583060041,1583060041.0,0.0,AC:86:74:73:BC:08,
6264,6264,d8:97:ba:42:71:3e,3.0,-91.0,-90.0,-90.0,-91.0,1583060023,1583060040.0,0.0,AC:86:74:73:BC:08,
6265,6265,00:71:c2:19:b4:f5,20.0,-77.0,-55.0,-63.0,-73.0,1583060041,1583060062.0,0.0,AC:86:74:92:C5:58,
6266,6266,12:c0:aa:cc:34:39,4.0,-76.0,-69.0,-71.0,-71.0,1583060062,1583060062.0,0.0,AC:86:74:92:C5:58,
6267,6267,56:70:4d:fb:60:a2,3.0,-88.0,-86.0,-86.0,-88.0,1583060059,1583060059.0,0.0,AC:86:74:92:C5:58,
6268,6268,68:e7:c2:19:50:e5,17.0,-86.0,-74.0,-78.0,-84.0,1583060051,1583060060.0,0.0,AC:86:74:92:C5:58,
6269,6269,82:e1:ae:14:dc:9a,4.0,-90.0,-87.0,-89.0,-87.0,1583060050,1583060050.0,0.0,AC:86:74:92:C5:58,
6270,6270,88:9f:6f:47:66:ca,3.0,-90.0,-86.0,-88.0,-86.0,1583060041,1583060041.0,0.0,AC:86:74:92:C5:58,
6271,6271,be:69:e7:63:0c:d1,8.0,-80.0,-75.0,-77.0,-78.0,1583060052,1583060052.0,0.0,AC:86:74:92:C5:58,
6272,6272,c2:e7:46:e9:32:55,1.0,-89.0,-89.0,-89.0,-89.0,1583060063,1583060063.0,0.0,AC:86:74:92:C5:58,
6273,6273,00:71:c2:19:b4:f5,10.0,-79.0,-66.0,-70.0,-69.0,1583060052,1583060070.0,0.0,AC:86:74:73:BC:08,
6274,6274,12:c0:aa:cc:34:39,2.0,-86.0,-84.0,-85.0,-84.0,1583060062,1583060062.0,0.0,AC:86:74:73:BC:08,
6275,6275,46:f4:e6:73:25:92,3.0,-89.0,-88.0,-88.0,-89.0,1583060066,1583060066.0,0.0,AC:86:74:73:BC:08,
6276,6276,4e:ab:d3:70:96:c3,1.0,-90.0,-90.0,-90.0,-90.0,1583060055,1583060055.0,0.0,AC:86:74:73:BC:08,
6277,6277,56:70:4d:fb:60:a2,4.0,-71.0,-64.0,-65.0,-64.0,1583060059,1583060059.0,0.0,AC:86:74:73:BC:08,
6278,6278,68:e7:c2:19:50:e5,12.0,-77.0,-69.0,-72.0,-69.0,1583060051,1583060059.0,0.0,AC:86:74:73:BC:08,
6279,6279,82:e1:ae:14:dc:9a,5.0,-68.0,-63.0,-65.0,-66.0,1583060050,1583060050.0,0.0,AC:86:74:73:BC:08,
6280,6280,a2:62:10:7f:14:9f,3.0,-89.0,-88.0,-88.0,-89.0,1583060075,1583060075.0,0.0,AC:86:74:73:BC:08,
6281,6281,be:69:e7:63:0c:d1,1.0,-91.0,-91.0,-91.0,-91.0,1583060052,1583060052.0,0.0,AC:86:74:73:BC:08,
6282,6282,c2:e7:46:e9:32:55,1.0,-92.0,-92.0,-92.0,-92.0,1583060063,1583060063.0,0.0,AC:86:74:73:BC:08,
6283,6283,d0:b1:28:89:26:b9,1.0,-89.0,-89.0,-89.0,-89.0,1583060075,1583060075.0,0.0,AC:86:74:73:BC:08,
6284,6284,d8:97:ba:42:71:3e,1.0,-89.0,-89.0,-89.0,-89.0,1583060051,1583060051.0,0.0,AC:86:74:73:BC:08,
6285,6285,da:1c:8c:c4:b3:60,6.0,-82.0,-73.0,-76.0,-76.0,1583060070,1583060070.0,0.0,AC:86:74:73:BC:08,
6286,6286,ea:bd:e7:bd:b1:fd,1.0,-93.0,-93.0,-93.0,-93.0,1583060062,1583060062.0,0.0,AC:86:74:73:BC:08,
6287,6287,00:71:c2:19:b4:f5,19.0,-77.0,-54.0,-62.0,-70.0,1583060070,1583060091.0,0.0,AC:86:74:92:C5:58,
6288,6288,0a:5a:f0:91:4a:ad,21.0,-81.0,-65.0,-68.0,-69.0,1583060082,1583060085.0,0.0,AC:86:74:92:C5:58,
6289,6289,1e:2a:8d:bf:83:0e,1.0,-91.0,-91.0,-91.0,-91.0,1583060087,1583060087.0,0.0,AC:86:74:92:C5:58,
6290,6290,26:d5:cd:bb:35:0a,2.0,-92.0,-91.0,-91.0,-92.0,1583060087,1583060088.0,0.0,AC:86:74:92:C5:58,
6291,6291,40:cd:7a:5f:e6:f0,1.0,-90.0,-90.0,-90.0,-90.0,1583060075,1583060075.0,0.0,AC:86:74:92:C5:58,
6292,6292,52:55:cd:4c:85:1e,3.0,-87.0,-84.0,-85.0,-87.0,1583060088,1583060089.0,0.0,AC:86:74:92:C5:58,
6293,6293,52:b6:9e:08:36:73,8.0,-79.0,-65.0,-69.0,-79.0,1583060079,1583060079.0,0.0,AC:86:74:92:C5:58,
6294,6294,52:f7:4c:a5:8f:92,5.0,-81.0,-77.0,-78.0,-81.0,1583060089,1583060089.0,0.0,AC:86:74:92:C5:58,
6295,6295,5e:82:a5:6e:4e:13,2.0,-70.0,-69.0,-69.0,-69.0,1583060078,1583060078.0,0.0,AC:86:74:92:C5:58,
6296,6296,68:e7:c2:19:50:e5,7.0,-80.0,-74.0,-76.0,-80.0,1583060080,1583060080.0,0.0,AC:86:74:92:C5:58,
6297,6297,9c:5c:f9:7d:0f:35,7.0,-82.0,-80.0,-81.0,-82.0,1583060086,1583060087.0,0.0,AC:86:74:92:C5:58,
6298,6298,a2:62:10:7f:14:9f,3.0,-92.0,-87.0,-89.0,-87.0,1583060075,1583060075.0,0.0,AC:86:74:92:C5:58,
6299,6299,a6:a9:1e:c3:cd:30,9.0,-78.0,-72.0,-75.0,-75.0,1583060090,1583060090.0,0.0,AC:86:74:92:C5:58,
6300,6300,b4:ec:02:1a:d7:65,2.0,-92.0,-92.0,-92.0,-92.0,1583060082,1583060082.0,0.0,AC:86:74:92:C5:58,
6301,6301,ba:04:81:18:d1:96,9.0,-80.0,-73.0,-75.0,-75.0,1583060087,1583060087.0,0.0,AC:86:74:92:C5:58,
6302,6302,c6:ef:85:73:76:88,4.0,-91.0,-86.0,-88.0,-86.0,1583060092,1583060092.0,0.0,AC:86:74:92:C5:58,
6303,6303,d0:b1:28:89:26:b9,2.0,-91.0,-90.0,-90.0,-90.0,1583060075,1583060084.0,0.0,AC:86:74:92:C5:58,
6304,6304,da:1c:8c:c4:b3:60,4.0,-89.0,-84.0,-87.0,-88.0,1583060070,1583060070.0,0.0,AC:86:74:92:C5:58,
6305,6305,ee:c7:24:fa:2c:86,1.0,-87.0,-87.0,-87.0,-87.0,1583060088,1583060088.0,0.0,AC:86:74:92:C5:58,
6306,6306,00:71:c2:19:b4:f5,15.0,-79.0,-65.0,-71.0,-79.0,1583060080,1583060102.0,0.0,AC:86:74:73:BC:08,
6307,6307,0a:5a:f0:91:4a:ad,15.0,-85.0,-78.0,-80.0,-81.0,1583060082,1583060085.0,0.0,AC:86:74:73:BC:08,
6308,6308,1e:2a:8d:bf:83:0e,1.0,-84.0,-84.0,-84.0,-84.0,1583060087,1583060087.0,0.0,AC:86:74:73:BC:08,
6309,6309,26:d5:cd:bb:35:0a,1.0,-85.0,-85.0,-85.0,-85.0,1583060087,1583060087.0,0.0,AC:86:74:73:BC:08,
6310,6310,32:06:bc:de:d8:6a,3.0,-83.0,-82.0,-82.0,-83.0,1583060089,1583060089.0,0.0,AC:86:74:73:BC:08,
6311,6311,40:cd:7a:5f:e6:f0,5.0,-85.0,-79.0,-82.0,-79.0,1583060096,1583060096.0,0.0,AC:86:74:73:BC:08,
6312,6312,52:55:cd:4c:85:1e,2.0,-87.0,-84.0,-85.0,-84.0,1583060088,1583060089.0,0.0,AC:86:74:73:BC:08,
6313,6313,52:b6:9e:08:36:73,5.0,-85.0,-80.0,-82.0,-81.0,1583060079,1583060079.0,0.0,AC:86:74:73:BC:08,
6314,6314,52:f7:4c:a5:8f:92,1.0,-90.0,-90.0,-90.0,-90.0,1583060089,1583060089.0,0.0,AC:86:74:73:BC:08,
6315,6315,5e:82:a5:6e:4e:13,2.0,-81.0,-77.0,-79.0,-81.0,1583060078,1583060078.0,0.0,AC:86:74:73:BC:08,
6316,6316,68:e7:c2:19:50:e5,8.0,-76.0,-72.0,-73.0,-74.0,1583060080,1583060080.0,0.0,AC:86:74:73:BC:08,
6317,6317,9a:ea:f9:1e:ec:29,4.0,-86.0,-82.0,-83.0,-86.0,1583060100,1583060100.0,0.0,AC:86:74:73:BC:08,
6318,6318,9c:5c:f9:7d:0f:35,4.0,-84.0,-82.0,-83.0,-82.0,1583060086,1583060087.0,0.0,AC:86:74:73:BC:08,
6319,6319,a6:a9:1e:c3:cd:30,1.0,-90.0,-90.0,-90.0,-90.0,1583060090,1583060090.0,0.0,AC:86:74:73:BC:08,
6320,6320,b8:c1:11:f3:47:10,3.0,-90.0,-88.0,-89.0,-90.0,1583060084,1583060084.0,0.0,AC:86:74:73:BC:08,
6321,6321,ba:04:81:18:d1:96,1.0,-91.0,-91.0,-91.0,-91.0,1583060087,1583060087.0,0.0,AC:86:74:73:BC:08,
6322,6322,c6:ef:85:73:76:88,10.0,-81.0,-75.0,-77.0,-80.0,1583060092,1583060092.0,0.0,AC:86:74:73:BC:08,
6323,6323,d8:97:ba:42:71:3e,2.0,-90.0,-90.0,-90.0,-90.0,1583060083,1583060093.0,0.0,AC:86:74:73:BC:08,
6324,6324,de:8e:42:77:e5:7a,1.0,-83.0,-83.0,-83.0,-83.0,1583060088,1583060088.0,0.0,AC:86:74:73:BC:08,
6325,6325,ee:c7:24:fa:2c:86,2.0,-77.0,-77.0,-77.0,-77.0,1583060088,1583060088.0,0.0,AC:86:74:73:BC:08,
6326,6326,00:71:c2:19:b4:f5,19.0,-75.0,-56.0,-64.0,-70.0,1583060101,1583060122.0,0.0,AC:86:74:92:C5:58,
6327,6327,12:32:40:69:ef:8b,6.0,-89.0,-86.0,-87.0,-87.0,1583060111,1583060111.0,0.0,AC:86:74:92:C5:58,
6328,6328,26:88:66:b6:98:00,1.0,-91.0,-91.0,-91.0,-91.0,1583060118,1583060118.0,0.0,AC:86:74:92:C5:58,
6329,6329,40:cd:7a:5f:e6:f0,1.0,-92.0,-92.0,-92.0,-92.0,1583060096,1583060096.0,0.0,AC:86:74:92:C5:58,
6330,6330,50:0b:91:7b:ee:1d,1.0,-89.0,-89.0,-89.0,-89.0,1583060122,1583060122.0,0.0,AC:86:74:92:C5:58,
6331,6331,52:9a:2e:4d:9c:94,2.0,-74.0,-74.0,-74.0,-74.0,1583060116,1583060116.0,0.0,AC:86:74:92:C5:58,
6332,6332,5e:fa:ce:34:cf:d6,7.0,-77.0,-71.0,-74.0,-76.0,1583060121,1583060121.0,0.0,AC:86:74:92:C5:58,
6333,6333,68:e7:c2:19:50:e5,10.0,-83.0,-75.0,-77.0,-82.0,1583060114,1583060115.0,0.0,AC:86:74:92:C5:58,
6334,6334,6a:82:c6:48:92:73,2.0,-88.0,-86.0,-87.0,-86.0,1583060114,1583060114.0,0.0,AC:86:74:92:C5:58,
6335,6335,7e:53:82:1c:ca:2e,2.0,-86.0,-85.0,-85.0,-85.0,1583060114,1583060114.0,0.0,AC:86:74:92:C5:58,
6336,6336,8e:94:ba:b3:de:d3,6.0,-76.0,-73.0,-75.0,-76.0,1583060118,1583060118.0,0.0,AC:86:74:92:C5:58,
6337,6337,9a:ea:f9:1e:ec:29,4.0,-85.0,-82.0,-83.0,-85.0,1583060100,1583060100.0,0.0,AC:86:74:92:C5:58,
6338,6338,b2:d2:64:40:4f:42,1.0,-77.0,-77.0,-77.0,-77.0,1583060121,1583060121.0,0.0,AC:86:74:92:C5:58,
6339,6339,be:22:92:51:19:02,6.0,-82.0,-77.0,-79.0,-77.0,1583060122,1583060122.0,0.0,AC:86:74:92:C5:58,
6340,6340,f6:9c:60:16:77:4a,3.0,-86.0,-85.0,-85.0,-86.0,1583060115,1583060115.0,0.0,AC:86:74:92:C5:58,
6341,6341,00:71:c2:19:b4:f5,13.0,-78.0,-64.0,-70.0,-65.0,1583060111,1583060132.0,0.0,AC:86:74:73:BC:08,
6342,6342,12:32:40:69:ef:8b,7.0,-82.0,-64.0,-67.0,-82.0,1583060111,1583060111.0,0.0,AC:86:74:73:BC:08,
6343,6343,26:88:66:b6:98:00,2.0,-90.0,-87.0,-88.0,-90.0,1583060117,1583060118.0,0.0,AC:86:74:73:BC:08,
6344,6344,26:8f:9e:3f:14:9a,1.0,-90.0,-90.0,-90.0,-90.0,1583060124,1583060124.0,0.0,AC:86:74:73:BC:08,
6345,6345,36:cc:08:4d:26:74,8.0,-79.0,-68.0,-72.0,-79.0,1583060125,1583060126.0,0.0,AC:86:74:73:BC:08,
6346,6346,52:9a:2e:4d:9c:94,2.0,-84.0,-82.0,-83.0,-82.0,1583060116,1583060116.0,0.0,AC:86:74:73:BC:08,
6347,6347,5e:fa:ce:34:cf:d6,1.0,-90.0,-90.0,-90.0,-90.0,1583060121,1583060121.0,0.0,AC:86:74:73:BC:08,
6348,6348,68:e7:c2:19:50:e5,10.0,-82.0,-76.0,-79.0,-81.0,1583060114,1583060115.0,0.0,AC:86:74:73:BC:08,
6349,6349,6a:82:c6:48:92:73,2.0,-73.0,-72.0,-72.0,-73.0,1583060114,1583060114.0,0.0,AC:86:74:73:BC:08,
6350,6350,7e:53:82:1c:ca:2e,2.0,-73.0,-72.0,-72.0,-73.0,1583060114,1583060114.0,0.0,AC:86:74:73:BC:08,
6351,6351,8e:94:ba:b3:de:d3,3.0,-64.0,-63.0,-63.0,-64.0,1583060118,1583060118.0,0.0,AC:86:74:73:BC:08,
6352,6352,b2:d2:64:40:4f:42,2.0,-73.0,-70.0,-71.0,-70.0,1583060121,1583060121.0,0.0,AC:86:74:73:BC:08,
6353,6353,be:22:92:51:19:02,5.0,-75.0,-74.0,-74.0,-74.0,1583060122,1583060122.0,0.0,AC:86:74:73:BC:08,
6354,6354,d4:25:8b:52:08:f5,1.0,-88.0,-88.0,-88.0,-88.0,1583060111,1583060111.0,0.0,AC:86:74:73:BC:08,
