,Unnamed: 0,mac,count,min_signal,max_signal,avg_signal,last_seen_signal,first_seen,last_seen,associated,node_mac,Unnamed: 11
0,0,00:71:c2:19:b4:f5,6.0,-78.0,-58.0,-65.0,-68.0,1583035162,1583035163.0,0.0,AC:86:74:92:C5:58,
1,1,18:a6:f7:0c:40:dd,76.0,-83.0,-51.0,-60.0,-66.0,1583035163,1583035166.0,0.0,AC:86:74:92:C5:58,
2,2,00:71:c2:19:b4:f5,12.0,-80.0,-62.0,-68.0,-64.0,1583035161,1583035172.0,0.0,AC:86:74:73:BC:08,
3,3,18:a6:f7:0c:40:dd,93.0,-77.0,-72.0,-74.0,-75.0,1583035161,1583035166.0,1.0,AC:86:74:73:BC:08,
4,4,7a:fc:1e:9a:a9:ae,2.0,-72.0,-69.0,-70.0,-69.0,1583035164,1583035164.0,0.0,AC:86:74:73:BC:08,
5,5,d8:97:ba:42:71:3e,1.0,-88.0,-88.0,-88.0,-88.0,1583035165,1583035165.0,0.0,AC:86:74:73:BC:08,
6,6,00:71:c2:19:b4:f5,17.0,-74.0,-55.0,-61.0,-70.0,1583035200,1583035220.0,0.0,AC:86:74:92:C5:58,
7,7,18:a6:f7:0c:40:dd,42.0,-70.0,-55.0,-57.0,-57.0,1583035166,1583035168.0,0.0,AC:86:74:92:C5:58,
8,8,d4:ae:05:a9:22:2b,2.0,-92.0,-91.0,-91.0,-91.0,1583035220,1583035220.0,0.0,AC:86:74:92:C5:58,
9,9,00:71:c2:19:b4:f5,16.0,-81.0,-65.0,-69.0,-66.0,1583035211,1583035240.0,0.0,AC:86:74:73:BC:08,
10,10,10:c7:53:19:fa:80,7.0,-85.0,-73.0,-79.0,-85.0,1583035224,1583035224.0,0.0,AC:86:74:73:BC:08,
11,11,d8:97:ba:42:71:3e,6.0,-90.0,-88.0,-88.0,-89.0,1583035205,1583035233.0,0.0,AC:86:74:73:BC:08,
12,12,00:71:c2:19:b4:f5,21.0,-78.0,-54.0,-63.0,-72.0,1583035229,1583035250.0,0.0,AC:86:74:92:C5:58,
13,13,10:c7:53:19:fa:80,3.0,-88.0,-85.0,-86.0,-88.0,1583035224,1583035224.0,0.0,AC:86:74:92:C5:58,
14,14,c8:d7:b0:ee:e4:59,1.0,-92.0,-92.0,-92.0,-92.0,1583035245,1583035245.0,0.0,AC:86:74:92:C5:58,
15,15,d4:ae:05:a9:22:2b,2.0,-92.0,-91.0,-91.0,-92.0,1583035244,1583035244.0,0.0,AC:86:74:92:C5:58,
16,16,da:a1:19:c0:d3:2b,1.0,-92.0,-92.0,-92.0,-92.0,1583035242,1583035242.0,0.0,AC:86:74:92:C5:58,
17,17,00:71:c2:19:b4:f5,12.0,-82.0,-65.0,-71.0,-77.0,1583035240,1583035261.0,0.0,AC:86:74:73:BC:08,
18,18,48:d6:d5:26:6d:0a,60.0,-78.0,-24.0,-45.0,-60.0,1583035252,1583035268.0,0.0,AC:86:74:73:BC:08,
19,19,c8:d7:b0:ee:e4:59,6.0,-89.0,-82.0,-84.0,-85.0,1583035245,1583035245.0,0.0,AC:86:74:73:BC:08,
20,20,d8:97:ba:42:71:3e,5.0,-89.0,-87.0,-88.0,-89.0,1583035244,1583035266.0,0.0,AC:86:74:73:BC:08,
21,21,ec:aa:a0:1c:03:dd,1.0,-92.0,-92.0,-92.0,-92.0,1583035263,1583035263.0,0.0,AC:86:74:73:BC:08,
22,22,00:71:c2:19:b4:f5,21.0,-73.0,-55.0,-62.0,-69.0,1583035260,1583035281.0,0.0,AC:86:74:92:C5:58,
23,23,48:d6:d5:26:6d:0a,55.0,-82.0,-66.0,-68.0,-70.0,1583035253,1583035268.0,0.0,AC:86:74:92:C5:58,
24,24,00:71:c2:19:b4:f5,16.0,-80.0,-64.0,-69.0,-65.0,1583035270,1583035300.0,0.0,AC:86:74:73:BC:08,
25,25,d8:97:ba:42:71:3e,4.0,-91.0,-89.0,-89.0,-91.0,1583035276,1583035298.0,0.0,AC:86:74:73:BC:08,
26,26,ec:aa:a0:1c:03:dd,1.0,-91.0,-91.0,-91.0,-91.0,1583035292,1583035292.0,0.0,AC:86:74:73:BC:08,
27,27,00:71:c2:19:b4:f5,18.0,-73.0,-54.0,-61.0,-69.0,1583035289,1583035310.0,0.0,AC:86:74:92:C5:58,
28,28,a0:10:81:6b:29:15,4.0,-92.0,-89.0,-90.0,-92.0,1583035299,1583035307.0,0.0,AC:86:74:92:C5:58,
29,29,dc:f7:56:9a:c9:68,2.0,-91.0,-90.0,-90.0,-90.0,1583035291,1583035291.0,0.0,AC:86:74:92:C5:58,
30,30,00:71:c2:19:b4:f5,10.0,-83.0,-66.0,-70.0,-67.0,1583035309,1583035330.0,0.0,AC:86:74:73:BC:08,
31,31,24:18:1d:c9:b3:1b,2.0,-93.0,-91.0,-92.0,-91.0,1583035330,1583035330.0,0.0,AC:86:74:73:BC:08,
32,32,d8:97:ba:42:71:3e,6.0,-90.0,-89.0,-89.0,-90.0,1583035309,1583035328.0,0.0,AC:86:74:73:BC:08,
33,33,00:71:c2:19:b4:f5,17.0,-78.0,-53.0,-60.0,-58.0,1583035320,1583035341.0,0.0,AC:86:74:92:C5:58,
34,34,24:18:1d:c9:b3:1b,4.0,-92.0,-91.0,-91.0,-91.0,1583035330,1583035330.0,0.0,AC:86:74:92:C5:58,
35,35,00:71:c2:19:b4:f5,15.0,-78.0,-65.0,-69.0,-76.0,1583035330,1583035360.0,0.0,AC:86:74:73:BC:08,
36,36,d8:97:ba:42:71:3e,4.0,-90.0,-88.0,-89.0,-89.0,1583035338,1583035360.0,0.0,AC:86:74:73:BC:08,
37,37,e6:b5:2a:18:13:ad,3.0,-90.0,-85.0,-87.0,-85.0,1583035356,1583035356.0,0.0,AC:86:74:73:BC:08,
38,38,00:71:c2:19:b4:f5,19.0,-79.0,-53.0,-61.0,-62.0,1583035351,1583035370.0,0.0,AC:86:74:92:C5:58,
39,39,a0:10:81:6b:29:15,2.0,-90.0,-89.0,-89.0,-89.0,1583035348,1583035348.0,0.0,AC:86:74:92:C5:58,
40,40,e6:b5:2a:18:13:ad,1.0,-92.0,-92.0,-92.0,-92.0,1583035356,1583035356.0,0.0,AC:86:74:92:C5:58,
41,41,ee:c0:40:23:e5:2e,1.0,-91.0,-91.0,-91.0,-91.0,1583035365,1583035365.0,0.0,AC:86:74:92:C5:58,
42,42,00:71:c2:19:b4:f5,8.0,-75.0,-67.0,-69.0,-68.0,1583035369,1583035390.0,0.0,AC:86:74:73:BC:08,
43,43,3e:5c:81:01:0e:1f,5.0,-88.0,-79.0,-81.0,-80.0,1583035372,1583035372.0,0.0,AC:86:74:73:BC:08,
44,44,48:d6:d5:26:6d:0a,45.0,-78.0,-27.0,-46.0,-60.0,1583035387,1583035388.0,0.0,AC:86:74:73:BC:08,
45,45,72:d4:85:c6:1b:a4,2.0,-90.0,-89.0,-89.0,-89.0,1583035387,1583035387.0,0.0,AC:86:74:73:BC:08,
46,46,d8:97:ba:42:71:3e,3.0,-89.0,-88.0,-88.0,-89.0,1583035371,1583035382.0,0.0,AC:86:74:73:BC:08,
47,47,e4:e0:a6:16:54:f6,2.0,-90.0,-89.0,-89.0,-90.0,1583035390,1583035390.0,0.0,AC:86:74:73:BC:08,
48,48,e4:f8:ef:6f:2d:c0,1.0,-89.0,-89.0,-89.0,-89.0,1583035381,1583035381.0,0.0,AC:86:74:73:BC:08,
49,49,00:71:c2:19:b4:f5,18.0,-78.0,-54.0,-62.0,-58.0,1583035379,1583035401.0,0.0,AC:86:74:92:C5:58,
50,50,48:d6:d5:26:6d:0a,38.0,-82.0,-66.0,-68.0,-82.0,1583035387,1583035388.0,0.0,AC:86:74:92:C5:58,
51,51,e4:e0:a6:16:54:f6,2.0,-90.0,-90.0,-90.0,-90.0,1583035390,1583035390.0,0.0,AC:86:74:92:C5:58,
52,52,00:71:c2:19:b4:f5,8.0,-80.0,-65.0,-70.0,-78.0,1583035400,1583035411.0,0.0,AC:86:74:73:BC:08,
53,53,d8:97:ba:42:71:3e,4.0,-90.0,-87.0,-88.0,-90.0,1583035403,1583035414.0,0.0,AC:86:74:73:BC:08,
54,54,ec:aa:a0:1c:03:dd,1.0,-92.0,-92.0,-92.0,-92.0,1583035411,1583035411.0,0.0,AC:86:74:73:BC:08,
55,55,00:71:c2:19:b4:f5,21.0,-78.0,-55.0,-63.0,-72.0,1583035410,1583035430.0,0.0,AC:86:74:92:C5:58,
56,56,da:a1:19:51:71:a5,3.0,-93.0,-91.0,-92.0,-93.0,1583035426,1583035426.0,0.0,AC:86:74:92:C5:58,
57,57,da:a1:19:e6:b7:1e,2.0,-91.0,-88.0,-89.0,-88.0,1583035406,1583035406.0,0.0,AC:86:74:92:C5:58,
58,58,00:71:c2:19:b4:f5,17.0,-82.0,-65.0,-72.0,-68.0,1583035421,1583035450.0,0.0,AC:86:74:73:BC:08,
59,59,ac:ed:5c:da:fb:5b,1.0,-88.0,-88.0,-88.0,-88.0,1583035438,1583035438.0,0.0,AC:86:74:73:BC:08,
60,60,d8:97:ba:42:71:3e,4.0,-91.0,-88.0,-89.0,-88.0,1583035425,1583035444.0,0.0,AC:86:74:73:BC:08,
61,61,da:a1:19:e6:92:a0,1.0,-91.0,-91.0,-91.0,-91.0,1583035421,1583035421.0,0.0,AC:86:74:73:BC:08,
62,62,00:71:c2:19:b4:f5,20.0,-78.0,-54.0,-62.0,-78.0,1583035439,1583035460.0,0.0,AC:86:74:92:C5:58,
63,63,da:a1:19:9b:f3:61,3.0,-93.0,-90.0,-91.0,-93.0,1583035446,1583035446.0,0.0,AC:86:74:92:C5:58,
64,64,00:71:c2:19:b4:f5,11.0,-81.0,-65.0,-70.0,-81.0,1583035450,1583035471.0,0.0,AC:86:74:73:BC:08,
65,65,08:78:08:4f:63:04,1.0,-92.0,-92.0,-92.0,-92.0,1583035458,1583035458.0,0.0,AC:86:74:73:BC:08,
66,66,88:11:96:ec:9f:0b,1.0,-91.0,-91.0,-91.0,-91.0,1583035474,1583035474.0,0.0,AC:86:74:73:BC:08,
67,67,d8:97:ba:42:71:3e,3.0,-90.0,-88.0,-89.0,-90.0,1583035454,1583035476.0,0.0,AC:86:74:73:BC:08,
68,68,ec:aa:a0:1c:03:dd,1.0,-91.0,-91.0,-91.0,-91.0,1583035453,1583035453.0,0.0,AC:86:74:73:BC:08,
69,69,00:71:c2:19:b4:f5,19.0,-72.0,-54.0,-60.0,-71.0,1583035470,1583035491.0,0.0,AC:86:74:92:C5:58,
70,70,78:4f:43:3b:f6:8c,5.0,-82.0,-75.0,-79.0,-82.0,1583035490,1583035490.0,0.0,AC:86:74:92:C5:58,
71,71,88:11:96:ec:9f:0b,2.0,-92.0,-91.0,-91.0,-92.0,1583035474,1583035474.0,0.0,AC:86:74:92:C5:58,
72,72,00:71:c2:19:b4:f5,16.0,-84.0,-65.0,-71.0,-83.0,1583035480,1583035510.0,0.0,AC:86:74:73:BC:08,
73,73,48:d6:d5:26:6d:0a,35.0,-76.0,-28.0,-46.0,-66.0,1583035507,1583035508.0,0.0,AC:86:74:73:BC:08,
74,74,78:4f:43:3b:f6:8c,3.0,-89.0,-88.0,-88.0,-89.0,1583035490,1583035490.0,0.0,AC:86:74:73:BC:08,
75,75,d8:97:ba:42:71:3e,3.0,-89.0,-89.0,-89.0,-89.0,1583035487,1583035508.0,0.0,AC:86:74:73:BC:08,
76,76,00:71:c2:19:b4:f5,18.0,-79.0,-54.0,-62.0,-58.0,1583035499,1583035520.0,0.0,AC:86:74:92:C5:58,
77,77,48:d6:d5:26:6d:0a,37.0,-71.0,-66.0,-68.0,-71.0,1583035507,1583035508.0,0.0,AC:86:74:92:C5:58,
78,78,00:71:c2:19:b4:f5,9.0,-82.0,-65.0,-72.0,-82.0,1583035519,1583035530.0,0.0,AC:86:74:73:BC:08,
79,79,d8:97:ba:42:71:3e,4.0,-91.0,-89.0,-89.0,-89.0,1583035519,1583035538.0,0.0,AC:86:74:73:BC:08,
80,80,ec:aa:a0:1c:03:dd,1.0,-93.0,-93.0,-93.0,-93.0,1583035523,1583035523.0,0.0,AC:86:74:73:BC:08,
81,81,00:71:c2:19:b4:f5,21.0,-78.0,-54.0,-62.0,-71.0,1583035530,1583035551.0,0.0,AC:86:74:92:C5:58,
82,82,8e:36:92:76:68:45,1.0,-91.0,-91.0,-91.0,-91.0,1583035526,1583035526.0,0.0,AC:86:74:92:C5:58,
83,83,00:71:c2:19:b4:f5,17.0,-81.0,-63.0,-70.0,-81.0,1583035540,1583035570.0,0.0,AC:86:74:73:BC:08,
84,84,0a:65:7f:7b:fc:54,4.0,-90.0,-85.0,-88.0,-89.0,1583035566,1583035566.0,0.0,AC:86:74:73:BC:08,
85,85,0a:f9:e8:5e:11:53,4.0,-89.0,-83.0,-85.0,-85.0,1583035569,1583035569.0,0.0,AC:86:74:73:BC:08,
86,86,1a:3c:e7:ed:ac:5d,1.0,-90.0,-90.0,-90.0,-90.0,1583035555,1583035555.0,0.0,AC:86:74:73:BC:08,
87,87,ba:96:df:df:e8:98,4.0,-90.0,-86.0,-87.0,-90.0,1583035566,1583035566.0,0.0,AC:86:74:73:BC:08,
88,88,d8:97:ba:42:71:3e,5.0,-91.0,-87.0,-88.0,-88.0,1583035548,1583035570.0,0.0,AC:86:74:73:BC:08,
89,89,ec:aa:a0:1c:03:dd,1.0,-91.0,-91.0,-91.0,-91.0,1583035562,1583035562.0,0.0,AC:86:74:73:BC:08,
90,90,00:71:c2:19:b4:f5,20.0,-72.0,-55.0,-61.0,-69.0,1583035560,1583035580.0,0.0,AC:86:74:92:C5:58,
91,91,0a:65:7f:7b:fc:54,2.0,-90.0,-88.0,-89.0,-88.0,1583035566,1583035566.0,0.0,AC:86:74:92:C5:58,
92,92,a0:10:81:6b:29:15,7.0,-91.0,-86.0,-88.0,-91.0,1583035557,1583035570.0,0.0,AC:86:74:92:C5:58,
93,93,ba:96:df:df:e8:98,2.0,-88.0,-87.0,-87.0,-87.0,1583035566,1583035566.0,0.0,AC:86:74:92:C5:58,
94,94,da:a1:19:03:45:6e,1.0,-92.0,-92.0,-92.0,-92.0,1583035552,1583035552.0,0.0,AC:86:74:92:C5:58,
95,95,da:a1:19:de:bc:73,1.0,-90.0,-90.0,-90.0,-90.0,1583035573,1583035573.0,0.0,AC:86:74:92:C5:58,
96,96,00:71:c2:19:b4:f5,9.0,-82.0,-65.0,-71.0,-72.0,1583035579,1583035590.0,0.0,AC:86:74:73:BC:08,
97,97,7c:38:ad:bc:96:0b,1.0,-89.0,-89.0,-89.0,-89.0,1583035592,1583035592.0,0.0,AC:86:74:73:BC:08,
98,98,d8:97:ba:42:71:3e,3.0,-89.0,-88.0,-88.0,-89.0,1583035580,1583035591.0,0.0,AC:86:74:73:BC:08,
99,99,00:71:c2:19:b4:f5,20.0,-73.0,-54.0,-62.0,-72.0,1583035589,1583035611.0,0.0,AC:86:74:92:C5:58,
100,100,c2:d1:57:16:a6:ed,1.0,-92.0,-92.0,-92.0,-92.0,1583035597,1583035597.0,0.0,AC:86:74:92:C5:58,
101,101,00:71:c2:19:b4:f5,12.0,-79.0,-65.0,-70.0,-79.0,1583035600,1583035621.0,0.0,AC:86:74:73:BC:08,
102,102,48:d6:d5:26:6d:0a,43.0,-74.0,-25.0,-44.0,-63.0,1583035627,1583035628.0,0.0,AC:86:74:73:BC:08,
103,103,d8:97:ba:42:71:3e,4.0,-90.0,-88.0,-89.0,-88.0,1583035602,1583035624.0,0.0,AC:86:74:73:BC:08,
104,104,00:71:c2:19:b4:f5,21.0,-78.0,-54.0,-62.0,-69.0,1583035620,1583035640.0,0.0,AC:86:74:92:C5:58,
105,105,1a:89:12:f7:d7:65,1.0,-90.0,-90.0,-90.0,-90.0,1583035633,1583035633.0,0.0,AC:86:74:92:C5:58,
106,106,48:d6:d5:26:6d:0a,35.0,-82.0,-66.0,-68.0,-82.0,1583035627,1583035628.0,0.0,AC:86:74:92:C5:58,
107,107,da:a1:19:53:52:55,1.0,-92.0,-92.0,-92.0,-92.0,1583035635,1583035635.0,0.0,AC:86:74:92:C5:58,
108,108,00:71:c2:19:b4:f5,13.0,-80.0,-66.0,-70.0,-67.0,1583035631,1583035660.0,0.0,AC:86:74:73:BC:08,
109,109,0c:2f:b0:a5:dd:00,3.0,-87.0,-83.0,-85.0,-85.0,1583035656,1583035657.0,0.0,AC:86:74:73:BC:08,
110,110,1a:89:12:f7:d7:65,6.0,-85.0,-81.0,-82.0,-81.0,1583035633,1583035633.0,0.0,AC:86:74:73:BC:08,
111,111,92:c3:6d:9a:2e:8a,4.0,-88.0,-84.0,-86.0,-88.0,1583035652,1583035652.0,0.0,AC:86:74:73:BC:08,
112,112,d8:97:ba:42:71:3e,4.0,-91.0,-87.0,-89.0,-91.0,1583035635,1583035653.0,0.0,AC:86:74:73:BC:08,
113,113,ec:aa:a0:1c:03:dd,1.0,-91.0,-91.0,-91.0,-91.0,1583035652,1583035652.0,0.0,AC:86:74:73:BC:08,
114,114,00:71:c2:19:b4:f5,21.0,-73.0,-54.0,-61.0,-71.0,1583035649,1583035670.0,0.0,AC:86:74:92:C5:58,
115,115,00:71:c2:19:b4:f5,12.0,-80.0,-65.0,-71.0,-78.0,1583035660,1583035681.0,0.0,AC:86:74:73:BC:08,
116,116,0c:2f:b0:a5:dd:00,3.0,-89.0,-86.0,-87.0,-89.0,1583035676,1583035676.0,0.0,AC:86:74:73:BC:08,
117,117,d8:97:ba:42:71:3e,5.0,-91.0,-88.0,-89.0,-89.0,1583035664,1583035686.0,0.0,AC:86:74:73:BC:08,
118,118,00:71:c2:19:b4:f5,19.0,-77.0,-54.0,-61.0,-65.0,1583035680,1583035701.0,0.0,AC:86:74:92:C5:58,
119,119,00:71:c2:19:b4:f5,14.0,-82.0,-66.0,-70.0,-78.0,1583035690,1583035720.0,0.0,AC:86:74:73:BC:08,
120,120,d8:97:ba:42:71:3e,4.0,-91.0,-88.0,-89.0,-89.0,1583035697,1583035718.0,0.0,AC:86:74:73:BC:08,
121,121,00:71:c2:19:b4:f5,19.0,-76.0,-55.0,-63.0,-76.0,1583035709,1583035730.0,0.0,AC:86:74:92:C5:58,
122,122,44:c3:46:b8:ef:90,5.0,-88.0,-83.0,-85.0,-86.0,1583035708,1583035708.0,0.0,AC:86:74:92:C5:58,
123,123,00:71:c2:19:b4:f5,9.0,-81.0,-65.0,-71.0,-67.0,1583035729,1583035750.0,0.0,AC:86:74:73:BC:08,
124,124,48:d6:d5:26:6d:0a,50.0,-77.0,-27.0,-46.0,-61.0,1583035747,1583035748.0,0.0,AC:86:74:73:BC:08,
125,125,d8:97:ba:42:71:3e,5.0,-90.0,-88.0,-89.0,-89.0,1583035729,1583035747.0,0.0,AC:86:74:73:BC:08,
126,126,00:71:c2:19:b4:f5,19.0,-76.0,-53.0,-62.0,-76.0,1583035740,1583035761.0,0.0,AC:86:74:92:C5:58,
127,127,48:d6:d5:26:6d:0a,59.0,-71.0,-65.0,-67.0,-69.0,1583035748,1583035759.0,0.0,AC:86:74:92:C5:58,
128,128,a0:10:81:6b:29:15,4.0,-88.0,-87.0,-87.0,-87.0,1583035739,1583035740.0,0.0,AC:86:74:92:C5:58,
129,129,00:71:c2:19:b4:f5,16.0,-81.0,-67.0,-71.0,-72.0,1583035750,1583035779.0,0.0,AC:86:74:73:BC:08,
130,130,48:d6:d5:26:6d:0a,24.0,-75.0,-28.0,-46.0,-50.0,1583035759,1583035760.0,0.0,AC:86:74:73:BC:08,
131,131,d8:97:ba:42:71:3e,6.0,-90.0,-87.0,-88.0,-89.0,1583035758,1583035780.0,0.0,AC:86:74:73:BC:08,
132,132,00:71:c2:19:b4:f5,19.0,-77.0,-54.0,-62.0,-67.0,1583035770,1583035790.0,0.0,AC:86:74:92:C5:58,
133,133,00:71:c2:19:b4:f5,10.0,-75.0,-64.0,-67.0,-65.0,1583035789,1583035810.0,0.0,AC:86:74:73:BC:08,
134,134,d8:97:ba:42:71:3e,5.0,-90.0,-88.0,-89.0,-89.0,1583035791,1583035802.0,0.0,AC:86:74:73:BC:08,
135,135,00:71:c2:19:b4:f5,19.0,-78.0,-54.0,-61.0,-60.0,1583035799,1583035821.0,0.0,AC:86:74:92:C5:58,
136,136,00:71:c2:19:b4:f5,11.0,-84.0,-65.0,-70.0,-65.0,1583035820,1583035841.0,0.0,AC:86:74:73:BC:08,
137,137,88:9f:6f:62:c6:08,9.0,-93.0,-84.0,-89.0,-84.0,1583035838,1583035840.0,0.0,AC:86:74:73:BC:08,
138,138,d8:97:ba:42:71:3e,4.0,-91.0,-88.0,-89.0,-89.0,1583035812,1583035834.0,0.0,AC:86:74:73:BC:08,
139,139,da:a1:19:e4:db:6e,2.0,-86.0,-82.0,-84.0,-82.0,1583035841,1583035841.0,0.0,AC:86:74:73:BC:08,
140,140,e0:d0:83:bf:25:53,1.0,-91.0,-91.0,-91.0,-91.0,1583035829,1583035829.0,0.0,AC:86:74:73:BC:08,
141,141,ec:aa:a0:1c:03:dd,1.0,-92.0,-92.0,-92.0,-92.0,1583035831,1583035831.0,0.0,AC:86:74:73:BC:08,
142,142,00:71:c2:19:b4:f5,17.0,-78.0,-53.0,-61.0,-69.0,1583035830,1583035850.0,0.0,AC:86:74:92:C5:58,
143,143,88:9f:6f:62:c6:08,14.0,-90.0,-78.0,-83.0,-87.0,1583035846,1583035848.0,0.0,AC:86:74:92:C5:58,
144,144,a0:10:81:6b:29:15,2.0,-90.0,-86.0,-88.0,-86.0,1583035829,1583035829.0,0.0,AC:86:74:92:C5:58,
145,145,00:71:c2:19:b4:f5,14.0,-82.0,-64.0,-71.0,-82.0,1583035841,1583035870.0,0.0,AC:86:74:73:BC:08,
146,146,48:d6:d5:26:6d:0a,36.0,-73.0,-27.0,-47.0,-60.0,1583035867,1583035868.0,0.0,AC:86:74:73:BC:08,
147,147,56:07:a8:8f:4b:93,2.0,-92.0,-91.0,-91.0,-91.0,1583035858,1583035858.0,0.0,AC:86:74:73:BC:08,
148,148,88:9f:6f:62:c6:08,12.0,-91.0,-78.0,-81.0,-91.0,1583035846,1583035848.0,0.0,AC:86:74:73:BC:08,
149,149,d8:97:ba:42:71:3e,4.0,-90.0,-89.0,-89.0,-90.0,1583035844,1583035863.0,0.0,AC:86:74:73:BC:08,
150,150,ec:aa:a0:1c:03:dd,1.0,-91.0,-91.0,-91.0,-91.0,1583035852,1583035852.0,0.0,AC:86:74:73:BC:08,
151,151,00:71:c2:19:b4:f5,20.0,-78.0,-53.0,-62.0,-71.0,1583035859,1583035881.0,0.0,AC:86:74:92:C5:58,
152,152,48:d6:d5:26:6d:0a,33.0,-70.0,-65.0,-67.0,-69.0,1583035868,1583035868.0,0.0,AC:86:74:92:C5:58,
153,153,56:07:a8:8f:4b:93,3.0,-90.0,-86.0,-87.0,-86.0,1583035858,1583035858.0,0.0,AC:86:74:92:C5:58,
154,154,a0:10:81:6b:29:15,8.0,-86.0,-80.0,-83.0,-84.0,1583035863,1583035882.0,0.0,AC:86:74:92:C5:58,
155,155,da:a1:19:11:a5:e3,1.0,-91.0,-91.0,-91.0,-91.0,1583035879,1583035879.0,0.0,AC:86:74:92:C5:58,
156,156,00:71:c2:19:b4:f5,16.0,-86.0,-65.0,-73.0,-82.0,1583035880,1583035901.0,0.0,AC:86:74:73:BC:08,
157,157,d8:97:ba:42:71:3e,6.0,-91.0,-88.0,-89.0,-88.0,1583035874,1583035896.0,0.0,AC:86:74:73:BC:08,
158,158,00:71:c2:19:b4:f5,20.0,-78.0,-54.0,-63.0,-78.0,1583035890,1583035911.0,0.0,AC:86:74:92:C5:58,
159,159,00:71:c2:19:b4:f5,13.0,-80.0,-64.0,-70.0,-66.0,1583035911,1583035930.0,0.0,AC:86:74:73:BC:08,
160,160,d8:97:ba:42:71:3e,3.0,-90.0,-88.0,-88.0,-90.0,1583035907,1583035917.0,0.0,AC:86:74:73:BC:08,
161,161,e4:e0:a6:16:54:f6,1.0,-89.0,-89.0,-89.0,-89.0,1583035930,1583035930.0,0.0,AC:86:74:73:BC:08,
162,162,ec:aa:a0:1c:03:dd,1.0,-91.0,-91.0,-91.0,-91.0,1583035922,1583035922.0,0.0,AC:86:74:73:BC:08,
163,163,00:71:c2:19:b4:f5,20.0,-78.0,-53.0,-62.0,-70.0,1583035919,1583035940.0,0.0,AC:86:74:92:C5:58,
164,164,e4:e0:a6:16:54:f6,2.0,-87.0,-87.0,-87.0,-87.0,1583035930,1583035930.0,0.0,AC:86:74:92:C5:58,
165,165,00:71:c2:19:b4:f5,12.0,-81.0,-67.0,-70.0,-67.0,1583035939,1583035960.0,0.0,AC:86:74:73:BC:08,
166,166,86:c6:fd:8f:c2:da,3.0,-84.0,-80.0,-81.0,-80.0,1583035945,1583035945.0,0.0,AC:86:74:73:BC:08,
167,167,9c:28:bf:74:0a:c9,17.0,-92.0,-79.0,-85.0,-92.0,1583035947,1583035955.0,0.0,AC:86:74:73:BC:08,
168,168,d8:97:ba:42:71:3e,4.0,-91.0,-87.0,-89.0,-87.0,1583035939,1583035958.0,0.0,AC:86:74:73:BC:08,
169,169,00:71:c2:19:b4:f5,17.0,-78.0,-54.0,-62.0,-76.0,1583035950,1583035971.0,0.0,AC:86:74:92:C5:58,
170,170,86:c6:fd:8f:c2:da,1.0,-91.0,-91.0,-91.0,-91.0,1583035945,1583035945.0,0.0,AC:86:74:92:C5:58,
171,171,9c:28:bf:74:0a:c9,2.0,-91.0,-90.0,-90.0,-90.0,1583035955,1583035955.0,0.0,AC:86:74:92:C5:58,
172,172,00:71:c2:19:b4:f5,11.0,-81.0,-65.0,-69.0,-66.0,1583035970,1583035989.0,0.0,AC:86:74:73:BC:08,
173,173,02:86:03:de:f9:8e,2.0,-88.0,-88.0,-88.0,-88.0,1583035985,1583035985.0,0.0,AC:86:74:73:BC:08,
174,174,42:62:ec:59:73:61,2.0,-93.0,-90.0,-91.0,-90.0,1583035967,1583035967.0,0.0,AC:86:74:73:BC:08,
175,175,48:d6:d5:26:6d:0a,36.0,-73.0,-28.0,-47.0,-61.0,1583035987,1583035988.0,0.0,AC:86:74:73:BC:08,
176,176,9e:b3:9c:b3:fd:6d,4.0,-91.0,-87.0,-88.0,-91.0,1583035983,1583035983.0,0.0,AC:86:74:73:BC:08,
177,177,d8:97:ba:42:71:3e,5.0,-89.0,-87.0,-88.0,-88.0,1583035968,1583035990.0,0.0,AC:86:74:73:BC:08,
178,178,00:71:c2:19:b4:f5,21.0,-78.0,-55.0,-63.0,-77.0,1583035980,1583036000.0,0.0,AC:86:74:92:C5:58,
179,179,02:86:03:de:f9:8e,1.0,-92.0,-92.0,-92.0,-92.0,1583035985,1583035985.0,0.0,AC:86:74:92:C5:58,
180,180,48:d6:d5:26:6d:0a,29.0,-71.0,-67.0,-68.0,-70.0,1583035988,1583035988.0,0.0,AC:86:74:92:C5:58,
181,181,66:71:19:9f:9a:31,1.0,-90.0,-90.0,-90.0,-90.0,1583035993,1583035993.0,0.0,AC:86:74:92:C5:58,
182,182,9e:b3:9c:b3:fd:6d,3.0,-90.0,-88.0,-89.0,-88.0,1583035983,1583035983.0,0.0,AC:86:74:92:C5:58,
183,183,a2:38:7c:e8:58:a9,3.0,-92.0,-90.0,-90.0,-90.0,1583036000,1583036000.0,0.0,AC:86:74:92:C5:58,
184,184,d0:25:98:6b:c8:47,2.0,-92.0,-91.0,-91.0,-91.0,1583035978,1583035978.0,0.0,AC:86:74:92:C5:58,
185,185,00:71:c2:19:b4:f5,12.0,-81.0,-64.0,-69.0,-81.0,1583035999,1583036020.0,0.0,AC:86:74:73:BC:08,
186,186,08:78:08:4f:63:04,2.0,-93.0,-92.0,-92.0,-92.0,1583036020,1583036020.0,0.0,AC:86:74:73:BC:08,
